brand,model,year,mileage,fuel_type,transmission,engine_size,horsepower,price
Maruti,Swift,2014,147465,Electric,Manual,3.7,360,300000
Honda,Accord,2012,15305,Electric,Automatic,3.7,425,1417000
Maruti,Dzire,2017,37944,Petrol,Automatic,1.1,205,606000
Ford,EcoSport,2023,79177,Petrol,Automatic,2.1,98,613000
Mahindra,XUV300,2020,76421,Petrol,Automatic,3.4,228,765000
Ford,Endeavour,2017,114627,Diesel,Automatic,2.3,326,354000
Maruti,Swift,2019,123585,Electric,Automatic,3.3,157,455000
Maruti,Swift,2010,138789,CNG,Automatic,3.6,98,300000
Maruti,Swift,2020,62900,CNG,Automatic,2.1,174,453000
Mercedes,GLC,2013,142446,Petrol,Manual,1.7,92,2010000
BMW,5 Series,2014,26631,Petrol,Automatic,4.0,280,8298000
BMW,X5,2014,54456,Petrol,Manual,3.1,115,4292000
Honda,Swift,2014,110497,Diesel,Automatic,1.6,364,436000
Honda,Accord,2023,40401,Petrol,Manual,3.7,341,1182000
Ford,Figo,2017,149701,Diesel,Manual,3.9,102,300000
Tata,Tiago,2011,86028,Petrol,Automatic,2.5,158,300000
Toyota,Swift,2017,30264,CNG,Automatic,1.7,373,882000
Ford,Figo,2013,11316,Petrol,Manual,2.1,135,645000
Honda,Accord,2023,149151,Petrol,Automatic,1.9,388,444000
Toyota,Camry,2012,55221,Diesel,Automatic,3.4,276,666000
Maruti,Swift,2016,82083,Electric,Manual,2.8,387,446000
Toyota,Innova,2015,53255,Diesel,Manual,3.5,408,633000
Mercedes,C-Class,2011,88847,Petrol,Automatic,2.8,356,3219000
Hyundai,Venue,2021,84651,CNG,Manual,3.0,432,403000
Ford,Endeavour,2023,36998,Diesel,Automatic,2.3,115,951000
Hyundai,Creta,2015,26490,Petrol,Manual,2.7,155,585000
Toyota,Swift,2021,17928,Diesel,Automatic,3.4,407,1766000
Tata,Harrier,2015,75364,Diesel,Manual,3.0,328,300000
BMW,5 Series,2020,89386,Diesel,Manual,1.4,244,4705000
Mercedes,GLC,2023,86000,Petrol,Automatic,1.9,400,9336000
Honda,Swift,2020,124687,Petrol,Manual,3.3,81,375000
Audi,A6,2012,65082,Petrol,Manual,3.9,246,3764000
Honda,City,2015,89804,Petrol,Manual,3.2,425,406000
Toyota,Camry,2024,58196,Diesel,Automatic,3.0,355,1458000
Mahindra,XUV300,2011,137310,Petrol,Automatic,3.3,314,300000
Hyundai,i20,2012,29565,Diesel,Automatic,1.4,341,537000
Honda,Civic,2012,74099,Petrol,Automatic,3.5,147,414000
BMW,X5,2018,56335,Petrol,Automatic,3.7,86,8388000
Audi,Q3,2017,111010,Diesel,Automatic,2.6,298,4569000
Tata,Harrier,2019,79833,Diesel,Automatic,1.9,406,498000
BMW,X1,2017,31483,Diesel,Manual,4.0,411,7297000
Mercedes,S-Class,2014,25213,Diesel,Manual,1.8,138,8119000
Honda,Swift,2013,143496,Diesel,Manual,2.6,373,300000
Toyota,Fortuner,2016,88886,Petrol,Manual,3.3,295,488000
Toyota,Fortuner,2018,143018,Petrol,Manual,1.9,250,369000
Hyundai,i20,2020,130359,CNG,Automatic,3.8,149,347000
Hyundai,i20,2024,124892,Petrol,Automatic,2.5,96,436000
Tata,Nexon,2014,81114,Petrol,Manual,3.5,167,300000
Mahindra,Thar,2024,135811,Petrol,Manual,3.8,190,384000
BMW,3 Series,2021,142339,Petrol,Automatic,2.6,132,3391000
Maruti,Ertiga,2012,145460,Petrol,Manual,3.8,228,300000
Mercedes,S-Class,2010,113283,Diesel,Automatic,2.1,171,2665000
Toyota,Innova,2020,96962,Diesel,Automatic,1.9,250,687000
Maruti,Baleno,2013,50794,CNG,Automatic,3.6,112,300000
Mercedes,GLC,2015,87093,Diesel,Automatic,2.8,303,5569000
Hyundai,i20,2014,101353,Petrol,Automatic,2.0,139,380000
Audi,Q5,2010,83396,Diesel,Manual,2.1,364,2413000
Honda,Accord,2015,140759,Petrol,Automatic,1.7,312,300000
Hyundai,Verna,2014,148708,CNG,Manual,1.1,275,300000
Ford,Figo,2014,101291,Electric,Automatic,3.8,129,534000
Maruti,Dzire,2013,79468,Petrol,Manual,3.4,417,300000
Tata,Nexon,2011,89944,Diesel,Automatic,2.8,287,300000
Audi,Q3,2018,134453,Petrol,Automatic,2.4,435,3349000
Mahindra,Scorpio,2021,130973,Petrol,Manual,1.9,199,337000
BMW,X5,2011,91795,Diesel,Automatic,3.7,321,3195000
Honda,Swift,2017,116334,Petrol,Automatic,3.2,198,495000
Maruti,Ertiga,2018,75036,Petrol,Automatic,3.4,122,438000
Maruti,Brezza,2019,70117,Petrol,Manual,2.2,173,311000
Mercedes,GLC,2020,46843,CNG,Manual,1.6,327,6197000
Toyota,Corolla,2015,55858,CNG,Manual,3.5,287,624000
Ford,Figo,2011,46735,CNG,Manual,2.6,384,300000
Toyota,Swift,2016,140117,Petrol,Manual,1.6,210,326000
Hyundai,Creta,2023,47525,Petrol,Automatic,1.3,177,1166000
Ford,EcoSport,2012,75524,Diesel,Automatic,3.5,175,355000
Honda,Accord,2010,10599,Petrol,Manual,3.2,293,554000
Tata,Nexon,2012,74120,Diesel,Automatic,3.0,250,347000
Audi,Q5,2014,61747,Diesel,Manual,3.2,98,4184000
BMW,5 Series,2012,125855,Diesel,Automatic,2.0,343,2236000
Honda,Accord,2021,76038,Petrol,Automatic,1.3,339,828000
BMW,5 Series,2010,143942,Petrol,Automatic,2.6,194,1892000
BMW,X1,2022,140877,Diesel,Automatic,3.7,185,4289000
Honda,Swift,2022,43117,Petrol,Automatic,1.5,160,1104000
Ford,Endeavour,2015,117918,Petrol,Automatic,2.0,237,324000
Mahindra,XUV700,2022,42803,Petrol,Automatic,3.5,375,930000
Ford,Endeavour,2019,80499,CNG,Manual,2.1,161,345000
Toyota,Civic,2022,125164,Diesel,Manual,2.3,418,529000
Hyundai,Venue,2016,34031,Diesel,Automatic,1.1,104,709000
Toyota,Corolla,2010,17965,Electric,Automatic,2.0,113,1132000
Toyota,Fortuner,2015,47260,Diesel,Manual,3.6,252,630000
Hyundai,Verna,2016,47165,Petrol,Manual,3.2,268,523000
Audi,Q3,2017,109890,Diesel,Automatic,2.5,189,4492000
Maruti,Dzire,2016,127887,Petrol,Automatic,2.3,365,300000
BMW,X5,2019,87474,Petrol,Manual,3.5,440,4316000
Hyundai,i20,2012,62919,Electric,Automatic,1.6,198,601000
Mahindra,Scorpio,2016,54508,CNG,Automatic,3.9,445,598000
Honda,Civic,2015,37048,Petrol,Manual,2.5,438,796000
Honda,City,2013,132416,Diesel,Automatic,2.4,133,329000
Tata,Harrier,2011,115251,Petrol,Automatic,4.0,164,300000
Hyundai,Creta,2014,128981,Petrol,Manual,1.2,259,300000
Tata,Harrier,2021,98022,Petrol,Automatic,3.0,423,502000
Toyota,Corolla,2015,76064,CNG,Manual,3.1,416,471000
Toyota,Civic,2023,97972,Electric,Automatic,1.2,106,1205000
Ford,EcoSport,2024,15678,Diesel,Manual,2.0,174,988000
Ford,EcoSport,2021,127282,Petrol,Manual,3.6,135,339000
BMW,X1,2019,102305,Diesel,Automatic,3.6,279,5571000
Mahindra,XUV700,2023,26515,Electric,Manual,1.2,100,1748000
Maruti,Brezza,2015,82168,Petrol,Manual,1.8,319,300000
Toyota,Innova,2012,82131,Diesel,Automatic,3.1,105,449000
Mahindra,Scorpio,2018,44946,Diesel,Manual,3.0,207,592000
Audi,A6,2024,68151,CNG,Automatic,3.6,220,7386000
Toyota,Corolla,2022,88066,Diesel,Automatic,1.1,110,994000
Audi,A4,2019,95898,Petrol,Automatic,1.8,316,5017000
Honda,Civic,2017,57025,Petrol,Automatic,1.3,290,842000
Audi,A6,2024,39152,Diesel,Automatic,1.9,114,12532000
Honda,City,2015,59322,Petrol,Manual,2.9,353,518000
Ford,Figo,2011,119828,Diesel,Automatic,1.3,153,300000
Mercedes,C-Class,2019,97414,Diesel,Manual,3.0,433,5006000
Audi,A6,2016,120443,Petrol,Automatic,2.5,296,3104000
Tata,Tiago,2024,145811,Diesel,Manual,2.3,272,307000
Mercedes,C-Class,2012,120540,Petrol,Manual,1.9,425,2065000
Tata,Harrier,2015,67198,Petrol,Automatic,3.3,257,383000
Tata,Nexon,2014,21766,CNG,Automatic,3.1,320,599000
Mercedes,E-Class,2011,146850,Petrol,Manual,3.0,424,1636000
Toyota,Innova,2015,101931,CNG,Manual,2.9,186,351000
Audi,A6,2019,60375,Petrol,Automatic,2.5,99,6834000
Audi,Q5,2019,29465,CNG,Automatic,1.4,398,9598000
Mercedes,S-Class,2024,19764,Petrol,Manual,2.6,163,15582000
Ford,Endeavour,2021,147558,Diesel,Manual,3.6,215,300000
Maruti,Baleno,2021,92331,Diesel,Manual,2.0,203,309000
Honda,CR-V,2016,43712,Petrol,Manual,3.8,255,785000
Audi,A6,2022,99860,Petrol,Automatic,2.2,185,6534000
Toyota,Fortuner,2012,143737,Petrol,Automatic,3.0,406,300000
BMW,5 Series,2010,137510,Petrol,Automatic,1.2,106,1725000
Honda,Accord,2014,99376,Petrol,Manual,4.0,258,321000
Maruti,Ertiga,2012,33363,Diesel,Automatic,2.4,307,374000
Ford,EcoSport,2016,42691,Diesel,Automatic,3.8,121,750000
Hyundai,Verna,2013,94383,Diesel,Automatic,3.9,252,399000
BMW,X1,2023,108524,Electric,Automatic,2.5,131,10007000
Toyota,Fortuner,2019,114262,CNG,Automatic,3.5,151,421000
Maruti,Brezza,2010,92209,Petrol,Automatic,2.1,159,300000
Toyota,Fortuner,2019,12566,CNG,Manual,1.3,158,1129000
Hyundai,Creta,2023,32129,Petrol,Automatic,2.6,181,1338000
Maruti,Dzire,2016,118906,Diesel,Manual,1.7,220,300000
Maruti,Dzire,2012,47455,Petrol,Automatic,2.3,395,342000
Mercedes,GLC,2023,30001,Petrol,Manual,1.5,107,11736000
Ford,Endeavour,2012,39044,Petrol,Manual,1.5,437,364000
Maruti,Brezza,2023,36012,Electric,Automatic,2.8,147,1207000
Mahindra,XUV700,2017,115858,Diesel,Manual,2.9,98,320000
BMW,5 Series,2019,123944,Petrol,Automatic,3.8,138,4535000
Honda,Civic,2013,89870,CNG,Manual,3.8,397,300000
Mahindra,XUV700,2024,106682,Diesel,Manual,2.8,364,445000
Honda,Civic,2015,99610,Diesel,Manual,3.4,130,350000
Maruti,Brezza,2017,121789,Diesel,Automatic,1.8,421,300000
BMW,3 Series,2013,13532,Diesel,Automatic,3.5,137,8347000
Honda,Swift,2014,47575,Diesel,Automatic,2.7,181,729000
Hyundai,i20,2016,139549,Diesel,Manual,3.1,110,300000
Honda,Swift,2012,26494,Diesel,Manual,3.6,341,605000
BMW,5 Series,2016,44850,Petrol,Automatic,1.1,364,7782000
Mahindra,XUV700,2012,13972,CNG,Manual,2.9,97,500000
Tata,Harrier,2022,85909,Electric,Manual,1.5,162,646000
Honda,Swift,2024,101471,Petrol,Manual,2.0,204,652000
Audi,Q3,2024,65155,Petrol,Automatic,3.8,384,7997000
Mahindra,XUV700,2016,111213,Electric,Automatic,3.6,155,667000
Audi,A4,2018,127350,Petrol,Manual,3.1,137,2841000
Tata,Nexon,2016,58544,Petrol,Manual,2.2,232,440000
Ford,Endeavour,2013,145187,Petrol,Manual,1.3,244,300000
Tata,Safari,2015,112126,Petrol,Automatic,2.3,277,321000
BMW,X5,2011,121902,Petrol,Automatic,1.5,128,2537000
Toyota,Camry,2024,130491,Petrol,Automatic,3.2,428,713000
Honda,Accord,2016,31530,Petrol,Automatic,2.7,89,931000
BMW,X1,2017,59824,Electric,Manual,3.2,390,8767000
Honda,CR-V,2020,139447,Diesel,Automatic,1.7,426,468000
Ford,EcoSport,2019,49899,Petrol,Manual,3.6,341,705000
Maruti,Brezza,2016,144940,Petrol,Automatic,1.0,408,300000
Toyota,Camry,2018,50615,Diesel,Automatic,3.1,438,1122000
Toyota,Corolla,2010,42208,Diesel,Manual,2.0,206,428000
Ford,Figo,2017,42187,Petrol,Manual,2.8,403,654000
Toyota,Swift,2016,53953,Diesel,Automatic,3.7,365,787000
Honda,CR-V,2018,39681,Petrol,Manual,1.8,239,728000
BMW,3 Series,2021,80459,Petrol,Automatic,1.7,87,7456000
Honda,Civic,2014,147972,Petrol,Automatic,2.8,157,300000
Maruti,Baleno,2010,18255,CNG,Manual,2.5,385,300000
Maruti,Swift,2017,115094,Diesel,Automatic,2.8,110,300000
Tata,Harrier,2021,109354,Diesel,Manual,2.9,179,331000
Hyundai,Creta,2024,28064,CNG,Automatic,3.6,83,1130000
Maruti,Baleno,2011,11365,CNG,Manual,3.0,91,306000
Hyundai,i20,2021,71645,CNG,Automatic,3.5,147,654000
Ford,EcoSport,2022,97200,Petrol,Manual,2.4,89,431000
Toyota,Swift,2019,97420,CNG,Automatic,2.7,247,558000
Maruti,Dzire,2017,95930,Petrol,Manual,3.4,201,300000
Mahindra,Scorpio,2024,68859,Diesel,Automatic,3.6,130,802000
Ford,Figo,2019,124870,Diesel,Automatic,3.1,164,354000
Mahindra,Scorpio,2018,23348,Petrol,Automatic,1.4,435,1048000
BMW,X5,2018,112305,Petrol,Manual,3.6,382,3804000
Honda,Swift,2013,113010,Petrol,Manual,2.8,427,300000
Honda,Civic,2019,12479,CNG,Automatic,1.6,180,1383000
Mahindra,Scorpio,2023,120947,Diesel,Manual,2.0,117,397000
Toyota,Corolla,2023,100236,CNG,Automatic,3.2,375,647000
Toyota,Innova,2023,143918,Petrol,Manual,2.9,260,355000
Maruti,Ertiga,2019,27762,Petrol,Manual,3.1,222,584000
Ford,EcoSport,2022,113726,Diesel,Automatic,3.9,111,411000
Honda,CR-V,2024,78858,Petrol,Manual,2.3,259,754000
Hyundai,Verna,2020,61929,Petrol,Automatic,2.3,411,750000
Mahindra,XUV700,2023,92563,Petrol,Automatic,2.5,114,723000
Hyundai,Verna,2013,62545,Petrol,Manual,1.4,130,430000
Maruti,Baleno,2020,38022,Petrol,Automatic,2.4,339,716000
Maruti,Dzire,2013,141866,Diesel,Manual,2.0,219,300000
Ford,EcoSport,2012,102205,Diesel,Manual,3.2,423,300000
Mercedes,S-Class,2024,112900,Diesel,Manual,1.5,298,5065000
Tata,Harrier,2014,70874,Diesel,Automatic,3.0,239,459000
Toyota,Swift,2020,122451,Diesel,Automatic,1.2,341,536000
Ford,EcoSport,2014,87313,CNG,Manual,1.7,227,300000
Ford,Figo,2017,145733,Diesel,Manual,1.9,199,300000
Mahindra,XUV300,2014,46123,Petrol,Manual,3.7,106,507000
Tata,Tiago,2022,67465,Petrol,Manual,1.7,337,503000
Ford,EcoSport,2011,51206,Petrol,Automatic,3.7,259,466000
Ford,Figo,2010,66714,Petrol,Automatic,3.1,150,338000
Mercedes,E-Class,2016,54183,Petrol,Automatic,2.1,191,8966000
Audi,A6,2014,120559,Diesel,Automatic,2.4,155,3099000
Honda,Accord,2015,50273,Diesel,Manual,1.9,375,607000
Mercedes,E-Class,2015,138577,Petrol,Automatic,3.5,80,3261000
Toyota,Civic,2011,60581,Petrol,Manual,3.5,234,499000
Audi,Q5,2010,95877,Electric,Automatic,2.1,328,4495000
Ford,Endeavour,2016,42337,Diesel,Automatic,2.0,427,704000
Maruti,Baleno,2018,59229,Diesel,Automatic,2.8,276,445000
Honda,Swift,2024,106108,Petrol,Automatic,2.5,241,665000
Honda,CR-V,2021,44734,Petrol,Automatic,1.5,207,1266000
Audi,Q3,2024,80160,Petrol,Manual,2.7,255,6437000
Audi,A4,2021,43152,Diesel,Manual,2.2,126,7089000
BMW,3 Series,2017,87895,Diesel,Automatic,3.1,360,4791000
Maruti,Swift,2011,87229,Diesel,Automatic,2.3,411,300000
Hyundai,Creta,2014,82372,Diesel,Manual,2.1,230,329000
Mercedes,S-Class,2017,102185,Diesel,Manual,3.6,367,4054000
Tata,Safari,2024,37841,Petrol,Automatic,3.1,206,1020000
Toyota,Camry,2023,75550,Petrol,Automatic,1.6,160,1079000
Ford,Endeavour,2016,25646,Petrol,Automatic,2.5,383,845000
Audi,Q3,2022,51284,Petrol,Automatic,2.0,360,10535000
Toyota,Fortuner,2023,140856,Diesel,Manual,3.5,366,444000
Maruti,Ertiga,2017,98855,Diesel,Manual,1.7,290,300000
Mercedes,E-Class,2015,24853,Diesel,Automatic,2.2,107,10989000
BMW,5 Series,2015,53315,Diesel,Automatic,1.6,342,7441000
Tata,Harrier,2013,103439,CNG,Manual,1.1,214,300000
Audi,Q5,2016,15378,Petrol,Automatic,3.4,243,10637000
Honda,Civic,2023,126677,Diesel,Automatic,1.2,234,573000
Hyundai,Creta,2010,120760,Petrol,Automatic,3.9,249,300000
Mahindra,XUV300,2016,45241,Diesel,Manual,1.3,186,626000
Audi,Q3,2022,147583,Petrol,Manual,1.5,145,3184000
Mercedes,E-Class,2014,111119,CNG,Automatic,3.2,168,3690000
Hyundai,Verna,2023,81121,Diesel,Automatic,3.6,92,768000
Maruti,Baleno,2014,79400,CNG,Manual,1.4,141,300000
Hyundai,Creta,2010,77370,Petrol,Manual,1.3,153,300000
Hyundai,Venue,2017,45925,Diesel,Manual,3.1,130,531000
Toyota,Swift,2011,44723,Petrol,Automatic,3.7,323,663000
Tata,Harrier,2020,124177,Petrol,Automatic,3.9,159,385000
BMW,3 Series,2016,33536,Petrol,Manual,3.4,379,7537000
Toyota,Civic,2023,19775,Petrol,Automatic,3.9,411,1648000
Maruti,Swift,2013,119478,Diesel,Manual,2.3,344,300000
Toyota,Fortuner,2010,134016,Diesel,Automatic,2.2,238,300000
Mahindra,XUV700,2024,107157,Petrol,Automatic,2.7,150,581000
BMW,5 Series,2013,13709,Petrol,Automatic,2.6,286,7773000
Toyota,Fortuner,2013,94943,CNG,Manual,1.8,288,352000
Mahindra,XUV700,2024,137987,Diesel,Automatic,3.2,138,447000
BMW,5 Series,2017,14236,Diesel,Manual,2.5,416,10194000
Hyundai,Verna,2020,34941,Petrol,Manual,3.2,124,766000
Mercedes,C-Class,2020,95558,Electric,Manual,3.1,432,8201000
Hyundai,Venue,2023,70598,Petrol,Automatic,3.7,218,929000
Honda,Civic,2012,29416,Petrol,Manual,2.0,401,572000
Mercedes,GLC,2018,71353,Petrol,Manual,3.4,231,5641000
Tata,Nexon,2012,146808,Diesel,Automatic,1.7,429,300000
Maruti,Swift,2022,147525,Diesel,Manual,1.2,385,300000
Ford,Endeavour,2018,51128,Petrol,Automatic,3.2,155,737000
Toyota,Innova,2024,27660,CNG,Automatic,3.9,447,1557000
BMW,5 Series,2012,46241,Petrol,Manual,3.8,319,4288000
BMW,X5,2021,27674,Petrol,Manual,2.4,391,10907000
Mahindra,XUV700,2023,73815,Petrol,Automatic,1.9,432,948000
Audi,Q3,2015,133405,Petrol,Manual,2.1,339,2607000
Honda,Swift,2013,65131,Diesel,Manual,2.9,144,520000
Toyota,Swift,2017,54561,Diesel,Automatic,2.5,312,962000
Honda,City,2023,111688,Diesel,Automatic,2.4,362,620000
Ford,Endeavour,2023,139239,Electric,Manual,2.3,370,536000
Ford,Endeavour,2019,129123,Petrol,Automatic,1.4,212,361000
BMW,3 Series,2022,63168,Petrol,Automatic,1.9,152,10128000
Mahindra,Thar,2010,28904,Petrol,Manual,1.5,166,439000
BMW,5 Series,2017,86752,Diesel,Automatic,3.5,161,6250000
Mahindra,Scorpio,2012,97521,Diesel,Manual,2.2,290,300000
Mercedes,C-Class,2020,106849,Diesel,Automatic,3.7,142,6182000
Toyota,Swift,2021,26833,Petrol,Manual,2.8,293,1066000
Toyota,Civic,2019,144417,Diesel,Automatic,1.1,151,401000
Honda,Swift,2014,125020,Petrol,Manual,1.6,412,300000
BMW,3 Series,2016,106219,Diesel,Automatic,2.1,113,4321000
Honda,City,2010,135050,Electric,Manual,2.2,278,303000
Hyundai,i20,2010,97995,Diesel,Manual,1.7,195,300000
Hyundai,Verna,2019,76219,Diesel,Manual,1.5,437,547000
BMW,5 Series,2017,39136,Petrol,Automatic,4.0,303,8223000
Toyota,Corolla,2024,94253,Petrol,Manual,1.4,135,789000
Tata,Safari,2019,80921,CNG,Automatic,2.8,342,429000
Hyundai,Verna,2015,115364,Petrol,Automatic,2.1,238,350000
Tata,Safari,2017,52536,Petrol,Automatic,2.5,180,592000
Honda,City,2015,88986,CNG,Manual,1.3,364,340000
Hyundai,Creta,2014,75533,Petrol,Automatic,3.0,156,526000
Mahindra,XUV300,2024,17988,Petrol,Automatic,2.8,349,1419000
Mahindra,Scorpio,2011,75152,Petrol,Automatic,3.7,248,328000
Maruti,Ertiga,2013,58731,Diesel,Automatic,2.1,103,316000
BMW,X1,2024,149787,Petrol,Manual,2.6,429,3552000
Ford,Figo,2012,14718,Petrol,Manual,2.6,91,580000
Honda,CR-V,2024,29958,Petrol,Manual,2.1,101,1355000
Toyota,Fortuner,2015,139110,Petrol,Automatic,3.1,187,321000
Maruti,Swift,2023,135677,Petrol,Manual,3.7,226,300000
Honda,Civic,2014,99276,Diesel,Manual,2.7,109,404000
Mahindra,XUV300,2015,66936,Petrol,Automatic,2.7,424,512000
Honda,Accord,2012,10893,Petrol,Manual,1.8,381,665000
Mercedes,E-Class,2018,39622,Diesel,Manual,1.8,375,7751000
Honda,Civic,2020,144547,Petrol,Automatic,3.8,373,389000
Mercedes,S-Class,2016,125039,Diesel,Automatic,1.2,174,3595000
Maruti,Dzire,2019,64040,Petrol,Manual,2.9,218,427000
BMW,3 Series,2012,39907,Petrol,Automatic,3.5,318,5936000
Maruti,Brezza,2014,14188,Diesel,Manual,3.9,439,440000
Mahindra,XUV300,2022,93087,Diesel,Manual,3.0,252,559000
Mercedes,GLC,2012,148279,Diesel,Automatic,3.7,324,2202000
Honda,CR-V,2021,17913,Diesel,Automatic,2.2,112,1322000
Honda,Swift,2024,11844,Diesel,Manual,2.2,137,1445000
Honda,Accord,2013,119334,Petrol,Manual,1.8,442,300000
Ford,EcoSport,2010,38735,Petrol,Automatic,3.3,96,479000
Maruti,Brezza,2024,121489,Diesel,Automatic,2.9,258,345000
Mahindra,XUV300,2015,10337,Petrol,Manual,3.9,151,855000
Toyota,Corolla,2023,129076,Petrol,Manual,1.3,363,446000
Maruti,Baleno,2022,41536,Diesel,Automatic,1.6,409,654000
Audi,A6,2021,98059,Petrol,Manual,1.7,447,4133000
BMW,5 Series,2015,84923,Diesel,Manual,3.4,152,4498000
Toyota,Camry,2015,109499,Diesel,Automatic,1.3,418,534000
Honda,City,2016,109637,Petrol,Manual,2.6,92,421000
Mahindra,Thar,2023,77967,CNG,Manual,3.1,194,542000
Tata,Tiago,2016,46189,Petrol,Automatic,4.0,365,553000
BMW,5 Series,2011,78861,Petrol,Manual,2.2,286,2849000
Honda,CR-V,2020,66439,Petrol,Automatic,1.1,390,917000
Mahindra,XUV700,2020,64775,CNG,Automatic,2.7,86,577000
Honda,City,2022,78500,Diesel,Manual,3.1,157,805000
Audi,A6,2024,79214,Diesel,Automatic,2.8,166,7981000
Tata,Nexon,2020,59887,Petrol,Automatic,1.5,402,671000
Audi,A4,2024,108856,Diesel,Automatic,2.5,195,6910000
Hyundai,Creta,2018,146942,Diesel,Automatic,1.5,104,300000
Toyota,Fortuner,2014,33304,Diesel,Automatic,2.5,424,815000
Audi,Q3,2018,126196,Petrol,Manual,3.6,448,2836000
Mahindra,Scorpio,2011,20190,Diesel,Manual,1.4,207,464000
BMW,X5,2015,107074,Diesel,Manual,1.4,436,2936000
Audi,Q3,2011,142763,CNG,Automatic,3.1,361,1797000
Toyota,Innova,2016,92850,CNG,Automatic,3.4,410,504000
Honda,Accord,2022,132043,Electric,Manual,3.6,323,723000
Mahindra,XUV700,2022,129580,Petrol,Manual,3.3,174,316000
Mercedes,GLC,2012,129917,Diesel,Automatic,2.1,131,2932000
Hyundai,Creta,2014,86604,Petrol,Manual,1.5,200,300000
Mahindra,Thar,2017,121477,Diesel,Automatic,2.4,399,395000
Mahindra,XUV300,2020,134365,Diesel,Manual,3.5,83,300000
Toyota,Camry,2020,76500,Petrol,Manual,2.2,347,716000
BMW,5 Series,2020,149380,Diesel,Automatic,1.5,307,3342000
Maruti,Dzire,2013,103435,Diesel,Manual,1.8,245,300000
Tata,Tiago,2016,109423,Petrol,Automatic,1.3,421,338000
Audi,Q3,2024,14834,Petrol,Manual,2.7,412,12134000
BMW,X1,2022,23767,Diesel,Manual,2.2,230,9293000
Maruti,Brezza,2019,85285,CNG,Automatic,1.7,250,300000
Audi,A4,2016,112601,Petrol,Automatic,1.0,447,3832000
Tata,Safari,2022,35118,Petrol,Manual,3.6,325,785000
Ford,Endeavour,2012,106453,Electric,Manual,1.6,345,379000
Toyota,Fortuner,2022,34488,CNG,Manual,2.1,366,1034000
Toyota,Innova,2013,87240,Petrol,Automatic,2.1,391,483000
Honda,CR-V,2017,93870,Diesel,Automatic,1.4,326,543000
Mahindra,Thar,2021,109827,Electric,Manual,2.6,427,666000
Tata,Safari,2017,29005,Petrol,Automatic,3.4,200,748000
Hyundai,Creta,2016,56293,CNG,Manual,1.5,191,411000
Tata,Safari,2015,10209,Petrol,Automatic,3.0,308,796000
Mercedes,S-Class,2024,40545,Diesel,Manual,2.5,371,11529000
Toyota,Civic,2020,93717,Petrol,Manual,2.1,343,530000
BMW,5 Series,2019,91115,Petrol,Automatic,2.5,350,5908000
Mercedes,E-Class,2014,56408,Diesel,Manual,1.1,439,6108000
BMW,X1,2024,67392,Petrol,Manual,2.0,113,7932000
Honda,Swift,2024,97892,Petrol,Automatic,3.9,307,888000
Tata,Tiago,2011,146579,Petrol,Automatic,1.1,385,300000
Maruti,Swift,2017,23937,Petrol,Automatic,3.9,431,716000
Maruti,Ertiga,2022,25438,CNG,Manual,3.4,256,580000
Honda,Swift,2014,40711,Petrol,Manual,3.8,372,596000
Tata,Safari,2023,140101,CNG,Manual,2.1,175,300000
Tata,Safari,2024,82178,Petrol,Automatic,3.0,303,569000
Audi,A4,2010,148606,Diesel,Manual,1.7,444,1289000
Audi,Q5,2022,70662,CNG,Automatic,3.4,365,6627000
Hyundai,Verna,2023,12090,Diesel,Manual,1.1,415,1181000
Toyota,Swift,2023,22746,Electric,Manual,1.3,187,2342000
Audi,Q3,2013,99187,Petrol,Manual,1.1,199,3147000
Tata,Nexon,2023,50664,Petrol,Manual,2.1,230,758000
Hyundai,i20,2024,103302,Diesel,Automatic,3.2,391,631000
Mercedes,GLC,2014,118169,Electric,Automatic,2.9,135,5327000
Honda,Civic,2010,130184,Petrol,Manual,1.8,228,300000
Mahindra,XUV700,2024,30096,CNG,Manual,3.1,134,993000
Mercedes,GLC,2024,68263,CNG,Manual,3.9,431,6672000
Ford,Endeavour,2022,37509,Petrol,Automatic,3.4,376,1104000
Mercedes,E-Class,2015,110019,Diesel,Automatic,2.5,349,4378000
Mercedes,E-Class,2021,89459,Petrol,Manual,2.2,203,5557000
BMW,3 Series,2013,48438,Diesel,Automatic,3.4,137,6834000
Hyundai,i20,2014,58966,Petrol,Manual,2.9,167,466000
Toyota,Innova,2015,100640,Petrol,Automatic,3.8,332,487000
Mercedes,C-Class,2014,13135,Petrol,Manual,3.5,248,8675000
BMW,X1,2013,94614,Petrol,Manual,1.6,264,2801000
Mercedes,C-Class,2024,69807,Diesel,Automatic,4.0,247,9864000
Mercedes,E-Class,2017,139335,Diesel,Automatic,1.1,362,4023000
Mercedes,GLC,2016,80542,Diesel,Automatic,2.7,378,6127000
Audi,Q5,2017,76681,Electric,Automatic,1.0,232,9498000
Maruti,Ertiga,2010,96858,Diesel,Manual,1.8,119,300000
Maruti,Baleno,2014,39768,Diesel,Manual,2.3,426,380000
Audi,Q3,2017,13400,Petrol,Automatic,1.5,352,12126000
BMW,X5,2022,85057,Petrol,Manual,2.4,434,6409000
Audi,Q3,2021,146002,Petrol,Automatic,2.2,398,4054000
Honda,City,2012,33593,Electric,Automatic,2.7,184,1036000
